/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[00:17.600 --> 00:17.600] Pretty
[00:17.600 --> 00:17.880] good
[00:17.880 --> 00:18.200] I'm
[00:18.200 --> 00:18.400] definitely
[00:18.400 --> 00:18.600] busy
[00:18.600 --> 00:18.860] with
[00:18.860 --> 00:19.120] classes
[00:19.220 --> 00:19.860] I'm
[00:19.860 --> 00:19.980] a
[00:19.980 --> 00:20.360] second
[00:20.360 --> 00:20.480] [*]
[00:20.480 --> 00:20.660] semester
[00:20.660 --> 00:21.100] freshman
[00:21.100 --> 00:21.480] at
[00:21.480 --> 00:21.620] U
[00:21.620 --> 00:21.960] Iowa
[00:22.540 --> 00:23.060] I'm
[00:23.060 --> 00:24.080] also
[00:24.180 --> 00:24.320] I
[00:24.320 --> 00:24.460] have
[00:24.460 --> 00:24.580] a
[00:24.580 --> 00:24.880] major
[00:24.880 --> 00:25.120] two
[00:25.120 --> 00:25.600] minors
[00:25.600 --> 00:25.660] and
[00:25.660 --> 00:25.820] a
[00:25.820 --> 00:26.060] certificate
[00:26.060 --> 00:26.680] I'm
[00:26.680 --> 00:26.860] also
[00:26.860 --> 00:27.000] on
[00:27.000 --> 00:27.220] a
[00:27.220 --> 00:27.800] pre-law
[00:27.800 --> 00:28.080] track
[00:28.080 --> 00:28.340] so
[00:28.340 --> 00:28.480] I
[00:28.480 --> 00:28.640] do
[00:28.640 --> 00:28.760] a
[00:28.760 --> 00:29.120] lot
[00:29.220 --> 00:30.260] but
[00:30.260 --> 00:30.880] I
[00:30.880 --> 00:31.100] really
[00:31.100 --> 00:31.340] do
[00:31.340 --> 00:31.900] love
[00:31.900 --> 00:32.500] being
[00:32.500 --> 00:32.620] in
[00:32.620 --> 00:32.940] college
[00:32.940 --> 00:33.260] It's
[00:33.300 --> 00:33.840] I've
[00:33.840 --> 00:33.920] been
[00:33.920 --> 00:34.000] looking
[00:34.000 --> 00:34.220] forward
[00:34.220 --> 00:34.320] to
[00:34.320 --> 00:34.400] it
[00:34.400 --> 00:34.480] my
[00:34.480 --> 00:34.700] entire
[00:34.700 --> 00:35.060] life
[00:35.060 --> 00:35.300] so
[00:35.300 --> 00:35.640] I'm
[00:35.640 --> 00:35.920] so
[00:35.920 --> 00:36.220] happy
[00:36.220 --> 00:36.340] to
[00:36.340 --> 00:36.460] be
[00:36.460 --> 00:36.680] here
[00:43.120 --> 00:44.040] [*]
[00:44.040 --> 00:44.600] I
[00:44.600 --> 00:44.860] think
[00:44.860 --> 00:45.220] it
[00:45.220 --> 00:45.520] was
[00:45.520 --> 00:45.680] a
[00:45.680 --> 00:45.840] little
[00:45.840 --> 00:46.020] bit
[00:46.020 --> 00:46.380] difficult
[00:46.380 --> 00:46.920] but
[00:46.920 --> 00:47.620] since
[00:47.620 --> 00:48.380] [*]
[00:48.380 --> 00:48.560] I've
[00:48.560 --> 00:48.660] been
[00:48.660 --> 00:48.780] looking
[00:48.780 --> 00:49.060] forward
[00:49.060 --> 00:49.200] to
[00:49.200 --> 00:49.340] it
[00:49.340 --> 00:49.480] since
[00:49.480 --> 00:49.740] like
[00:49.740 --> 00:50.680] [*]
[00:50.680 --> 00:50.920] second
[00:50.920 --> 00:51.300] [*]
[00:51.300 --> 00:51.420] grade
[00:51.420 --> 00:51.600] at
[00:51.600 --> 00:52.140] the
[00:52.140 --> 00:52.500] latest
[00:52.500 --> 00:52.760] I
[00:52.760 --> 00:52.960] think
[00:53.040 --> 00:53.180] I
[00:53.180 --> 00:53.260] was
[00:53.260 --> 00:53.420] already
[00:53.420 --> 00:53.680] planning
[00:53.680 --> 00:53.940] to
[00:53.940 --> 00:54.640] go
[00:54.640 --> 00:54.820] to
[00:54.820 --> 00:55.040] college
[00:55.040 --> 00:55.220] with
[00:55.220 --> 00:55.280] my
[00:55.280 --> 00:55.500] best
[00:55.500 --> 00:55.860] friend
[00:55.920 --> 00:56.700] We're
[00:56.700 --> 00:56.880] planning
[00:56.880 --> 00:57.060] it
[00:57.060 --> 00:57.220] all
[00:57.220 --> 00:57.480] out
[00:57.660 --> 00:58.560] And
[00:58.560 --> 00:58.880] [*]
[00:58.880 --> 00:59.360] then
[00:59.360 --> 00:59.900] [*]
[00:59.900 --> 01:00.260] I
[01:00.260 --> 01:00.520] moved
[01:00.520 --> 01:00.680] when
[01:00.680 --> 01:00.760] I
[01:00.760 --> 01:00.880] was
[01:00.880 --> 01:01.160] nine
[01:01.160 --> 01:01.340] to
[01:01.340 --> 01:01.840] Boston
[01:01.840 --> 01:02.300] from
[01:02.300 --> 01:02.680] California
[01:02.980 --> 01:03.280] So
[01:03.280 --> 01:03.660] I'm
[01:03.660 --> 01:03.900] kind
[01:03.900 --> 01:04.060] of
[01:04.060 --> 01:04.120] used
[01:04.120 --> 01:04.240] to
[01:04.240 --> 01:04.520] transitions
[01:04.740 --> 01:05.540] [*]
[01:05.540 --> 01:06.060] but
[01:06.060 --> 01:07.000] [*]
[01:07.000 --> 01:07.100] I
[01:07.100 --> 01:07.400] was
[01:07.400 --> 01:07.700] [*]
[01:07.700 --> 01:07.860] just
[01:07.860 --> 01:08.120] so
[01:08.120 --> 01:08.440] [*]
[01:08.440 --> 01:08.640] excited
[01:09.180 --> 01:09.580] So
[01:09.580 --> 01:09.820] I'm
[01:09.820 --> 01:09.920] from
[01:09.920 --> 01:10.240] Boston
[01:10.240 --> 01:10.540] Moving
[01:10.540 --> 01:10.800] to
[01:10.800 --> 01:11.180] Iowa
[01:11.180 --> 01:11.620] was
[01:11.620 --> 01:12.880] [*]
[01:12.880 --> 01:13.480] nerve-wracking
[01:13.480 --> 01:13.660] because
[01:13.660 --> 01:13.760] I
[01:13.760 --> 01:13.900] didn't
[01:13.900 --> 01:13.960] know
[01:13.960 --> 01:14.080] what
[01:14.080 --> 01:14.180] it
[01:14.180 --> 01:14.260] would
[01:14.260 --> 01:14.400] be
[01:14.400 --> 01:14.740] like
[01:15.640 --> 01:16.000] but
[01:16.000 --> 01:16.460] [*]
[01:16.460 --> 01:16.760] you
[01:16.760 --> 01:16.980] [*]
[01:16.980 --> 01:17.160] know
[01:17.180 --> 01:17.300] I
[01:17.300 --> 01:17.400] knew
[01:17.400 --> 01:17.520] my
[01:17.520 --> 01:17.740] roommate
[01:17.740 --> 01:17.920] We
[01:17.920 --> 01:18.140] talked
[01:18.140 --> 01:18.420] over
[01:18.420 --> 01:18.880] Instagram
[01:18.880 --> 01:19.840] DMs
[01:19.840 --> 01:20.440] and
[01:20.440 --> 01:21.000] [*]
[01:21.000 --> 01:21.420] I
[01:21.420 --> 01:21.600] was
[01:21.600 --> 01:21.820] just
[01:21.820 --> 01:22.300] like
[01:23.500 --> 01:23.900] so
[01:23.900 --> 01:24.260] excited
[01:24.260 --> 01:24.400] to
[01:24.400 --> 01:24.480] set
[01:24.480 --> 01:24.540] up
[01:24.540 --> 01:24.660] my
[01:24.660 --> 01:24.920] dorm
[01:24.920 --> 01:25.160] room
[01:25.160 --> 01:25.380] That
[01:25.380 --> 01:25.580] was
[01:25.580 --> 01:25.700] the
[01:25.700 --> 01:25.880] main
[01:25.880 --> 01:26.040] thing
[01:26.040 --> 01:26.120] I
[01:26.120 --> 01:26.400] couldn't
[01:26.400 --> 01:26.480] wait
[01:26.480 --> 01:26.620] to
[01:26.620 --> 01:26.800] do
[01:27.000 --> 01:27.360] Yeah
[01:27.660 --> 01:28.500] I
[01:28.500 --> 01:28.720] think
[01:28.720 --> 01:28.980] transition
[01:28.980 --> 01:29.280] [*]
[01:29.280 --> 01:29.560] in
[01:29.560 --> 01:29.920] terms
[01:29.920 --> 01:30.120] of
[01:30.120 --> 01:30.360] like
[01:30.360 --> 01:30.960] social
[01:30.960 --> 01:31.240] [*]
[01:31.240 --> 01:31.380] life
[01:31.380 --> 01:31.800] [*]
[01:31.800 --> 01:32.100] is
[01:32.100 --> 01:32.240] a
[01:32.240 --> 01:32.360] lot
[01:32.360 --> 01:32.640] better
[01:32.640 --> 01:32.940] here
[01:33.040 --> 01:33.720] I
[01:33.720 --> 01:33.920] live
[01:33.920 --> 01:34.040] in
[01:34.040 --> 01:34.180] a
[01:34.180 --> 01:34.380] community
[01:34.380 --> 01:34.560] of
[01:34.560 --> 01:34.880] writers
[01:35.200 --> 01:35.600] I'm
[01:35.600 --> 01:36.200] the
[01:36.200 --> 01:36.400] only
[01:36.400 --> 01:36.660] writer
[01:36.660 --> 01:36.920] from
[01:36.920 --> 01:37.060] like
[01:37.060 --> 01:37.540] my
[01:37.540 --> 01:37.760] high
[01:37.760 --> 01:37.960] [*]
[01:37.960 --> 01:38.100] school
[01:38.100 --> 01:38.300] that
[01:38.300 --> 01:38.420] I
[01:38.420 --> 01:38.560] [*]
