/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[00:24.700 --> 00:24.800] they've
[00:24.800 --> 00:24.960] been
[00:24.960 --> 00:25.280] going
[00:25.280 --> 00:25.620] i'm
[00:25.620 --> 00:25.840] very
[00:25.840 --> 00:26.200] happy
[00:26.200 --> 00:26.460] to
[00:26.460 --> 00:26.620] be
[00:26.620 --> 00:26.840] on
[00:26.840 --> 00:27.040] winter
[00:27.040 --> 00:27.320] break
[00:27.320 --> 00:27.580] and
[00:27.580 --> 00:27.780] be
[00:28.460 --> 00:28.460] done
[00:28.460 --> 00:28.760] with
[00:28.760 --> 00:28.960] the
[00:28.960 --> 00:29.280] semester
[00:29.280 --> 00:30.220] [*]
[00:30.220 --> 00:30.340] stress
[00:30.340 --> 00:30.680] levels
[00:30.680 --> 00:30.860] always
[00:30.860 --> 00:31.000] go
[00:31.000 --> 00:31.140] up
[00:31.140 --> 00:31.320] then
[00:31.320 --> 00:31.540] so
[00:31.540 --> 00:32.520] it's
[00:32.520 --> 00:32.700] nice
[00:32.700 --> 00:32.960] to
[00:32.960 --> 00:33.100] have
[00:33.100 --> 00:33.240] a
[00:33.240 --> 00:33.400] little
[00:33.400 --> 00:33.740] [*]
[00:33.740 --> 00:33.840] relaxing
[00:33.840 --> 00:34.220] break
[00:34.220 --> 00:34.380] and
[00:34.380 --> 00:34.580] spend
[00:34.580 --> 00:34.780] some
[00:34.780 --> 00:35.000] time
[00:35.000 --> 00:35.160] with
[00:35.160 --> 00:35.520] family
[00:42.520 --> 00:42.520] uh
[00:42.520 --> 00:42.760] we
[00:42.760 --> 00:42.920] [*]
[00:42.920 --> 00:43.040] actually
[00:43.040 --> 00:43.220] just
[00:43.220 --> 00:43.460] got
[00:43.460 --> 00:43.660] back
[00:43.660 --> 00:43.780] from
[00:43.780 --> 00:43.900] a
[00:43.900 --> 00:44.120] trip
[00:44.120 --> 00:44.300] to
[00:44.300 --> 00:44.860] hawaii
[00:44.860 --> 00:44.980] it
[00:44.980 --> 00:45.180] was
[00:45.180 --> 00:45.260] my
[00:45.260 --> 00:45.560] mom's
[00:45.560 --> 00:46.040] 50th
[00:46.040 --> 00:46.360] birthday
[00:46.360 --> 00:46.580] in
[00:46.580 --> 00:46.720] her
[00:46.720 --> 00:47.320] 50th
[00:47.320 --> 00:47.520] estate
[00:47.520 --> 00:47.740] [*]
[00:47.740 --> 00:48.280] so
[00:48.280 --> 00:48.920] [*]
[00:48.920 --> 00:49.460] that's
[00:49.460 --> 00:49.580] that
[00:49.580 --> 00:49.740] was
[00:49.740 --> 00:49.940] very
[00:49.940 --> 00:50.280] fun
[00:50.280 --> 00:50.480] we
[00:50.480 --> 00:50.720] stayed
[00:50.720 --> 00:51.080] on
[00:51.080 --> 00:51.580] oahu
[00:51.580 --> 00:52.100] and
[00:52.100 --> 00:52.980] kawaii
[00:52.980 --> 00:53.460] it's
[00:53.460 --> 00:53.480] a
[00:53.480 --> 00:53.660] little
[00:53.660 --> 00:53.840] bit
[00:53.840 --> 00:54.000] rainy
[00:54.000 --> 00:54.360] which
[00:54.360 --> 00:54.580] was
[00:54.580 --> 00:54.720] kind
[00:54.720 --> 00:54.900] of
[00:54.900 --> 00:55.200] sad
[00:55.200 --> 00:55.480] but
[00:55.480 --> 00:55.800] um
[00:55.800 --> 00:57.040] [*]
[00:57.040 --> 00:57.340] we
[00:57.340 --> 00:57.620] still
[00:57.620 --> 00:57.840] got
[00:57.840 --> 00:57.940] to
[00:57.940 --> 00:58.060] do
[00:58.060 --> 00:58.140] a
[00:58.140 --> 00:58.220] lot
[00:58.220 --> 00:58.320] of
[00:58.320 --> 00:58.540] driving
[00:58.540 --> 00:58.760] [*]
[00:58.760 --> 00:58.860] tours
[00:58.860 --> 00:59.000] and
[00:59.000 --> 00:59.180] see
[00:59.180 --> 00:59.260] a
[00:59.260 --> 00:59.400] lot
[00:59.400 --> 00:59.480] of
[00:59.480 --> 00:59.600] really
[00:59.600 --> 00:59.900] pretty
[00:59.900 --> 01:00.200] [*]
[01:00.200 --> 01:00.360] things
[01:00.360 --> 01:01.220] um
[01:01.220 --> 01:01.620] and
[01:01.620 --> 01:01.820] then
[01:01.820 --> 01:02.020] now
[01:02.020 --> 01:02.220] for
[01:02.220 --> 01:02.360] the
[01:02.360 --> 01:02.620] last
[01:02.620 --> 01:02.840] half
[01:02.840 --> 01:02.980] of
[01:02.980 --> 01:03.160] my
[01:03.160 --> 01:03.500] break
[01:03.500 --> 01:04.120] i'm
[01:04.120 --> 01:04.440] [*]
[01:04.440 --> 01:04.680] basically
[01:04.680 --> 01:05.740] [*]
[01:05.740 --> 01:05.840] studying
[01:05.840 --> 01:06.100] for
[01:06.100 --> 01:06.280] my
[01:06.280 --> 01:06.840] mcat
[01:06.840 --> 01:07.140] i
[01:07.140 --> 01:07.400] work
[01:07.400 --> 01:07.640] in
[01:07.640 --> 01:07.860] the
[01:07.860 --> 01:08.040] [*]
[01:08.040 --> 01:08.220] pediatric
[01:08.220 --> 01:08.580] [*]
[01:08.580 --> 01:08.680] specialty
[01:08.680 --> 01:09.080] clinic
[01:09.080 --> 01:09.220] at
[01:09.220 --> 01:09.380] the
[01:09.380 --> 01:09.600] [*]
[01:09.600 --> 01:09.760] hospital
[01:09.760 --> 01:10.040] so
[01:10.040 --> 01:10.340] working
[01:10.340 --> 01:10.720] there
[01:10.720 --> 01:11.560] and
